Finix Merchant Number,DBA,Action,,
MUamY8bBGenRpSUHTSa8roNB,Bruce Cunningham,Update non amex to 25 bps,,
MUaNb9UoSJqbTq62vxeCPvqi,Hallmark Ventures,Update non amex to 25 bps,,
MUangPF2kAeFSWovKPJ3YtSf,MAJA Enterprises LLC,Update non amex to 25 bps,,
MUaNkhYHCZV9vaRwXrdsyPW7,Unbridled Labs LLC,Update non amex to 25 bps,,
MUaoKBUjYeZovjcwTFDjr6HR,"Medical Waste Services, LLC",Update non amex to 25 bps,,
MUap273sgkF9erE1AjN3sUME,Brookside Dental Arts,Update non amex to 25 bps,,
MUap2ayDSdXnKaG8ifHzkpFi,Bricks Mortar and More US investment LP,Update non amex to 25 bps,,
MUapakiL6Czue636eqa66zZD,HOWARD J WINTER DDS LLC,Update non amex to 25 bps,,
MUaPwZQM29qbj6fZEc68BURM,Optix Strategic Solutions,Update non amex to 25 bps,,
MUaq3maJjLAhXjVKL4YBMEwT,Weiss Math Centers 1 LLC,Update non amex to 25 bps,,
MUaqcSwmj8zoT9nZo8JyQUwt,Tammie Morris,Update non amex to 25 bps,,
MUaqdgDQxGkeKHwjFWCnZB8J,"Quantum Asset Recovery, LLC",Update non amex to 25 bps,,
MUaQgNAZLwfKx2RGmUCd7Gz7,"Two Rivers Surgery Center, LLC",Update non amex to 25 bps,,
MUaqpnVVpSu615rb7jzRUYro,Aaron J Mayberry MD PC,Update non amex to 25 bps,,
MUaRJUhCeZKGjnDFC7SKhfxA,Master Fire Mechanical Corp,Update non amex to 25 bps,,
MUaRMJKf7PjbQA368wX6DbvH,MD Hair Labs II of NWA LLC,Update non amex to 25 bps,,
MUarxjoejaJjP4GR2MD8wiHf,RANDACORP INC,Update non amex to 25 bps,,
MUaRZnxxSbDZ1t757sEZJSEM,Resource Innovations LLC,Update non amex to 25 bps,,
MUaS1xkYTy4WomAzGf1HDTSX,"Rome Enterprises II, Inc.",Update non amex to 25 bps,,
MUaSsbqGZ3eTjjWcwkwhUWkD,Wicked Fishing Charters LLC,Update non amex to 25 bps,,
MUaSU2v6Gy75n6ZdEzhgya9r,Fattmerchant Inc,Update non amex to 25 bps,,
MUat461fpd81kyvuiFkRoaoP,HXGM Properties LLC,Update non amex to 25 bps,,
MUaTKt8bxqnNLujxNEuv3xFM,Icon Service Corporation,Update non amex to 25 bps,,
MUaTRFrTHf6cxkJGCuetWqNd,Good Nest Inc,Update non amex to 25 bps,,
MUatSsmZc5bBjZPzvLyt2ei,FLORIDA POOL HEATING Inc,Update non amex to 25 bps,,
MUaTukbbiJo4gvqK2ra2XLa3,"Breeze Aesthetics, Inc",Update non amex to 25 bps,,
MUauN4Xq8JAdJaK7tawfE2yv,Shonis Shop LLC,Update non amex to 25 bps,,
MUaurZsnbYG4Q542ipuSQK6W,BNB Block Company Inc,Update non amex to 25 bps,,
MUauXwU2xjgEqoLF9vpFgQLG,Technical Products LLC,Update non amex to 25 bps,,
MUauYgcS8Nq1h6BkHJtj5Z9p,Trawick International Inc.,Update non amex to 25 bps,,
MUavCZC5mvMz8T8RAWi3z7bZ,Melissa Cha,Update non amex to 25 bps,,
MUaVYPSysWkrjh61UiVVszA9,Terrence Kimper,Update non amex to 25 bps,,
MUaw7HFhgMPp5HpkMuGHyDw3,"Napili Sands, LLC",Update non amex to 25 bps,,
MUaWhhi9WvngK1ZvPDDBbPZ4,Larry K Fan MD Inc,Update non amex to 25 bps,,
MUayFvp4JjLah17MmDFokVFk,17 Hair Studio Inc,Update non amex to 25 bps,,
MUaYPLMFhgNewWEwSqwzaT14,Techno Care Auto Sales and Service LLC,Update non amex to 25 bps,,
MUaz5yeK3xCDaGzowznVVxeW,ARLINGTON FAMILY DENTAL CENTRE PA,Update non amex to 25 bps,,
MUazBobaWBs61kD8yh2oKLB3,Gemini Physical Therapy LLC,Update non amex to 25 bps,,
MUazsA1KFgjxw5xBHnjUKify,Advanced Rehab Specialties,Update non amex to 25 bps,,
MUb2ujX3bpYoQnsDzEztwtRp,Premier Interventional Pain Management,Update non amex to 25 bps,,
MUb33BW2JGoKK9PwZDr6DLMx,Lotus Healthcare LLC,Update non amex to 25 bps,,
MUb6519wz1LAMyoyVzGo91nn,Alan S Goldberg,Update non amex to 25 bps,,
MUb6aoCdBsyJwLVq2SK58CY4,Allied Medical Services INC,Update non amex to 25 bps,,
MUb6H7HJMFBouV3cZ1HXE9ER,Phone Daddy Inc,Update non amex to 25 bps,,
MUb8hCD8BtDHnTxKun5FMC2c,"Humble Pi, LLC",Update non amex to 25 bps,,
MUb8Qf1MtyRCrRp78XZeZKtL,WABW Media Group LLC,Update non amex to 25 bps,,
MUb9coFANfCYxbcYzDEUyZNy,Mysa Spa LLC,Update non amex to 25 bps,,
MUbayWdjaP4BDvUfQLNXjrXC,1st Choice CE,Update non amex to 25 bps,,
MUbAyXrQ3nLzFBCvSZ9ajVjU,"Cascade Electric Service, LLC",Update non amex to 25 bps,,
MUbAZou2x472gyNSwdzfMRSJ,"Imerex, Inc",Update non amex to 25 bps,,
MUbB1xHNF55DpZ9Exv4fP6Vw,RMC PROPERTY MANAGEMENT,Update non amex to 25 bps,,
MUbB9Kk5i54TnupRFfDou26x,Lange Plumbing Inc.,Update non amex to 25 bps,,
MUbbbDgki5RxFxLn2bc2bxoP,SUNSATIONAL POOLS LLC,Update non amex to 25 bps,,
MUbBE2WiBUwwWoaPRdxGyf7g,Zachary Janisse,Update non amex to 25 bps,,
MUbbGiDbZbXcurhmfh9jr2XQ,"Hot Sauce Harry's, Inc.",Update non amex to 25 bps,,
MUbbkdDGHBLzPGyrExUtBTLH,Black Dog LLC,Update non amex to 25 bps,,
MUbBoRjSntg9HuQ5zJD74d61,AT YOUR SERVICE LLC,Update non amex to 25 bps,,
MUbc62oEYQ9wPe299a6jSqyo,Nelson's Inc,Update non amex to 25 bps,,
MUbcqXCSGUxrmBkikwYKHFmr,Sunshine Elite Education,Update non amex to 25 bps,,
MUbd1fVH7VWLG75DQcDUJFMF,Carol A Harpe,Update non amex to 25 bps,,
MUbD1U2mEzLVP6Z1ejHPoSnP,ADVANCED SEDATION & GENERAL DENTISTRY PC,Update non amex to 25 bps,,
MUbdNbxEdrLE5uGJfxqotWt,"Humble Pi, LLC",Update non amex to 25 bps,,
MUbdRPAjpmsC9aoUoNgwRkkT,Southern Pool Group LLC,Update non amex to 25 bps,,
MUbfh8RN9yScJPK6U3BpVMkw,Mane Center for Hair Restoration,Update non amex to 25 bps,,
MUbfRFPvKEamHYw3UZKtsqbb,Nor West Automotive and Performance Inc,Update non amex to 25 bps,,
MUbfssLnSeCb85ir7NZs8GFF,Donna Mini Storage LLC,Update non amex to 25 bps,,
MUbg9CaQzpAJXoQybPe1XYrC,Digital Growth Enterprises,Update non amex to 25 bps,,
MUbgtwkoRjUCt5XXxYbVRXYt,Mobile MediClaim Inc,Update non amex to 25 bps,,
MUbgXZoBvSB815iZh2Ddi7u8,SDM SUB MANCHESTER LLC,Update non amex to 25 bps,,
MUbhauF62rZQRsutipyTc9oz,"Sterling Practice, LLC",Update non amex to 25 bps,,
MUbhogt6zSiF5qGu4W7X4qzq,Showmen Supplies Incorporated,Update non amex to 25 bps,,
MUbL5SudRgB4ZMderUC3uBHb,KIMA INC,Update non amex to 25 bps,,
MUbM9fCZjoUZihn5hNUv6Eiu,Donald Seeley,Update non amex to 25 bps,,
MUbME3WAsLXL8uGA2q3gZg2V,Ikan Media Inc,Update non amex to 25 bps,,
MUbMweHK1CS3GScX74pRgEgv,Kayne and Tuckman Dentist PA,Update non amex to 25 bps,,
MUbmwUCuuWvZNoRaxRpy6Ezt,Michael Ewert,Update non amex to 25 bps,,
MUbr2CXYe4UDSp8o7UPstPqp,Garage Living Nashville LLC,Update non amex to 25 bps,,
MUbrmACvtHFFUVwHmzfUpWHN,A Team Printing LLC,Update non amex to 25 bps,,
MUbs5RuTDGNH5FyCRy7aH2L,GSM Acquisition Corp,Update non amex to 25 bps,,
MUbsKpageqG2p6znVQzeZcBy,Ingersoll Park Marina PED,Update non amex to 25 bps,,
MUbTT3wiFopBKjBVsco8kcyY,Cardinal Roofing and Remodeling LLC,Update non amex to 25 bps,,
MUbufRYJ1Zy5z3a89sAt2ybn,Ivan's Center Inc.,Update non amex to 25 bps,,
MUbuJHk7zUxcN15jKAVAqg1a,Dalton Baines,Update non amex to 25 bps,,
MUbvQgo5Za4dJHYfCuRPZAJB,"The Principle Gallery, Inc",Update non amex to 25 bps,,
MUbvYmnefjvsinJdUA5qehTa,Mauroop Inc,Update non amex to 25 bps,,
MUbWLTBEcaTeCCEo5xWNEmWG,Supra Insurance Services LLC,Update non amex to 25 bps,,
MUbWobksWiveLAoSYqd1VqHp,Wonder Dog Corp,Update non amex to 25 bps,,
MUbWp5qCiMmXAgtyuSzw12Xk,Petra Storage LLC,Update non amex to 25 bps,,
MUbWsUGndGy5gsvX3B1gXR2e,Chamber LLC,Update non amex to 25 bps,,
MUbX1XgS4Ei3hRNwrrsRbzdk,Uncommon Grounds LLC,Update non amex to 25 bps,,
MUbxi9HehCDeQQ2Xv7xxXoP5,BMP Nail Supply Corp,Update non amex to 25 bps,,
MUbxUormh7XJgN3fZCNwmF3i,Omni Vision & Learning Center,Update non amex to 25 bps,,
MUC1EHyX4Mb33GiWju7bvgy,Great Neck Math LLC,Update non amex to 25 bps,,
MUc1rC4cd6LNpZGtgKiaftoZ,MANTI FAMILY DENTAL CLINIC INC,Update non amex to 25 bps,,
MUc2bSmJGVeSpxP6Dqbapssh,Miguel Beltran,Update non amex to 25 bps,,
MUc41DAGSDYoRrYoqp8KN68e,Inspire Brand Consulting LLC,Update non amex to 25 bps,,
MUc4mQtCJPWZULfu36Bg8QtY,SPEKTRUM HEALTH INC,Update non amex to 25 bps,,
MUc958WjXFD1QEA5md6yFEgR,"Urology Institute of Houston, PA",Update non amex to 25 bps,,
MUc9cY1ogLkEVejt1Q7ewXRZ,Bryson Law Firm,Update non amex to 25 bps,,
MUcAXrCEZcLmSWaQ3VTpMYy8,Gearhouse Inc.,Update non amex to 25 bps,,
MUcB2K92b5Z5JVJc3E96Ft3Z,"Whiteley, DaSilva and Peretto LLC",Update non amex to 25 bps,,
MUcbksAux5DcbGT7pDhcfdJp,Airria Comfort Systems Inc,Update non amex to 25 bps,,
MUcCr3uCF2J1rtsrnQ8ipgwc,LTP 8 Corp,Update non amex to 25 bps,,
MUcCZNnSXLQ6wN5saAzYjGUN,Slabway LLC,Update non amex to 25 bps,,
MUcE5L8u6qwypwkwN8UGjNFf,Curtis Marketing Group Inc,Update non amex to 25 bps,,
MUcEFqc7ZiWoDiAGK3KjeW5R,AVUE PLLC,Update non amex to 25 bps,,
MUcej8LcLuJaWTE7MxRHPPkh,Synch o LLC,Update non amex to 25 bps,,
MUceNrcSC6qZSfJyN6my4oQP,Brian Quimby,Update non amex to 25 bps,,
MUchUXXyhUBG4zzgRi1njHvE,Dirty Ducts Cleaning,Update non amex to 25 bps,,
MUciH7wLHdV7pcE8xcLptxXP,Garage Systems Detroit LLC,Update non amex to 25 bps,,
MUcJgZ2LvzBhNPxqm5PNeD14,Jeffrey Nichols,Update non amex to 25 bps,,
MUcJpsoF9xgJewoqiTqDHSrp,Kennedy Brothers Contracting,Update non amex to 25 bps,,
MUcjTEtWNtcKR4dws5Vafx1m,Good Scents Candle Company Inc.,Update non amex to 25 bps,,
MUcKQprRjACUYF3oo992jyP5,Vanessa Dreyer,Update non amex to 25 bps,,
MUcLAkSo9pNxJM92gzn1Xn6j,Dynasty Shutters and Window,Update non amex to 25 bps,,
MUcm3JRH9d2S8anqUe8nmDdh,"Samplize, Corp.",Update non amex to 25 bps,,
MUcMY2og3ZWkQN8c49CU5T3k,Corbel Architects Inc,Update non amex to 25 bps,,
MUcp8bvazZSghXRa9e8FSkrv,Oklahoma Learning LLC,Update non amex to 25 bps,,
MUcpLGSvbT552uM8eoSSaSWH,Sagamorehill of Lubbock,Update non amex to 25 bps,,
MUcQtpbTDfyGKorbAL3VBUVx,All Out Championships,Update non amex to 25 bps,,
MUcRKyAmFWwNPzqsEuyP9HBf,Family Care Staffing LLC,Update non amex to 25 bps,,
MUcrLXEdsPK4kKJhFcxJ8G95,"Samplize, Corp.",Update non amex to 25 bps,,
MUcSivugc1WbVNpyr645e8jf,Pediatric Dental Surgical Assoc,Update non amex to 25 bps,,
MUcv2DFuakmQYXfoj279CMo6,BCA Culture LLC,Update non amex to 25 bps,,
MUcv84M27wjiuJzJuy8dNtco,Toggle SEO LLC,Update non amex to 25 bps,,
MUcVD7AdqXigc5R2c3sPWrt6,Mears Lawn & Landscape LLC,Update non amex to 25 bps,,
MUcvfwqAd4NLode3Z9TiyWKT,"PayCertify, Inc.",Update non amex to 25 bps,,
MUcvTgUKkoczgNamiwcUwNXC,LCO Law LLC,Update non amex to 25 bps,,
MUcVyU4E4mCBVVJmYQ8PrWo,Cutera Inc,Update non amex to 25 bps,,
MUcW85DC2u68mrjLYisMP3EC,Precious Arrows LLC,Update non amex to 25 bps,,
MUcwMupXHE6QhgDHukGnD8CN,J and J of Minnesota Inc,Update non amex to 25 bps,,
MUcXBmMcMhysVrMFR87cjDU4,Middle Tennessee Bookkeeping LLC,Update non amex to 25 bps,,
MUcXDhLN21yhbU31BN91HQ2L,Brighter Solutions Inc,Update non amex to 25 bps,,
MUcxeEPcPKxaopwNUXYZJqPW,Mend VIP Inc,Update non amex to 25 bps,,
MUcyx9bYpGeQssmKQ6a1yggg,4 Seasons Home Care Inc,Update non amex to 25 bps,,
MUcyZUW6PEHBMd415BxJW14c,Poppas Family Restaurant LLC,Update non amex to 25 bps,,
MUcZVt4D6r2PkvUiZE67W9Ud,Jacob Kenning,Update non amex to 25 bps,,
MUcZWTqEhGYxU2MTQG9qqtUT,"SunSaver, Inc.",Update non amex to 25 bps,,
MUd1B6cczD6mDGEKXJY96xyx,"Tiger Management Company 1, LLC",Update non amex to 25 bps,,
MUd1iBeQtqX9qSsvwZ3BoCYh,HOWARD J WINTER DDS LLC,Update non amex to 25 bps,,
MUd1MUsEXXDV4BahrCxjD7Ey,SMILES 4 A LIFETIME DENTAL PC,Update non amex to 25 bps,,
MUd41HH1aczLpaDd2ZBx1vtT,Alpha Leader K9 Training LLC,Update non amex to 25 bps,,
MUd4HGfnN45P7tKGGnfukxPL,TH3D Studio LLC,Update non amex to 25 bps,,
MUd4tst6X7upAMnkSLRoYG8m,The Law Offices of Shawn Hamp,Update non amex to 25 bps,,
MUd4WwVS9i9Q58YVbo84LpYo,Command of Orlando INC,Update non amex to 25 bps,,
MUd5gvVeFVjpt48Z9Zd1fbBX,New Life Counseling Center LLC,Update non amex to 25 bps,,
MUd6gx4PSLNZaeAZdY8oSeLt,Danny Nguyen,Update non amex to 25 bps,,
MUd6Lqd2S3x7b7dUwaxpr51o,Seashore Day Camp corp,Update non amex to 25 bps,,
MUd7eefzkSAQZykZ1UhDe5Lu,Scott Berggren,Update non amex to 25 bps,,
MUd7rAxpcJo5isvZENDbcbA8,Health and Radiance,Update non amex to 25 bps,,
MUd8QLB7VmgvAdDKi7yFsZwj,Electro Retail LLC,Update non amex to 25 bps,,
MUd9gpk3LWGN6ns5mSfQCVgo,Trustworthy Auto,Update non amex to 25 bps,,
MUd9sEXhRxPQipjXZo7JyEZY,Trawick International Inc.,Update non amex to 25 bps,,
MUdaqwuKkMPYQZRXMBnZ6fwW,Village Flower Basket and Gardens Inc,Update non amex to 25 bps,,
MUdazENHvQnrPSkPZbJ9raKA,Prabhdeep Grewal DDS Inc,Update non amex to 25 bps,,
MUdbD1hEJbc3JWZwiwwtFKX4,TURF PROS DISTRIBUTORS LLC,Update non amex to 25 bps,,
MUdbd9NMGMjAkdmHSJhrpf3p,Family First Law,Update non amex to 25 bps,,
MUdbm1k9XtEziHEgK4563Rfu,"Revitalize Medical Solutions, LLC",Update non amex to 25 bps,,
MUdcEFR2N43rw6hGoNGfbumr,Firegang Inc,Update non amex to 25 bps,,
MUddtfvEmcZNz9CFgLmAGVYR,Sexsmith Family Inc.,Update non amex to 25 bps,,
MUdeHwtN56vNtQ6RXp3qgSpx,"Kuker-Ranken, Inc.",Update non amex to 25 bps,,
MUdeTpdqfqGc7RBgH3Ten7eh,Evolve Med Spa LLC,Update non amex to 25 bps,,
MUdf4c1eFxuHW2FtquFiRqaP,Diagnostic Radiology Treasure Coast,Update non amex to 25 bps,,
MUdFSasWFG17J9FLBWfdZXts,Arizona State Urological Institute,Update non amex to 25 bps,,
MUdGeWXYQp7mRXrNequMuKrk,Jolly Orthodontics,Update non amex to 25 bps,,
MUdH4VNHqHqqJU7QZenKw8a3,Monir Morrar,Update non amex to 25 bps,,
MUdJ7rZQorMjGDci1L1AqwL9,Milwaukee Dancing LLC,Update non amex to 25 bps,,
MUdjLrHSscv8BNgWpJo3mGM2,Bestway Plumbing and Drain,Update non amex to 25 bps,,
MUdJxLRx8zZbSgcM1nYeHg2t,Diamond Kitchen and Bath Inc,Update non amex to 25 bps,,
MUdKYirCeEX2rjSuyDHU7Na,WRJ & Associates PLLC,Update non amex to 25 bps,,
MUdmNZJfzq2mu6nhVDWfpSZz,First Impression Home,Update non amex to 25 bps,,
MUdMNzXtFVyFPRLnDbWpDLZB,"Little Postage House, LLC",Update non amex to 25 bps,,
MUdMRkDFevV9wfKDJWmUCTjb,"Elana Rosof, PhD",Update non amex to 25 bps,,
MUdN66CKT49NKkzLqbvLYQns,Built To Impact LLC,Update non amex to 25 bps,,
MUdNvCzcc6ug3g9VreAcbSEE,Atlas Head & Spine PLLC,Update non amex to 25 bps,,
MUdnW8cGzdz4z2dArCJFmKvP,Central Ohio Aesthetics and Wellness,Update non amex to 25 bps,,
MUdPF7cjbtL73MrdXyqdNpZk,DAISY KNITS LLC,Update non amex to 25 bps,,
MUdpQQ9DCaB91gJq3fYMiGXp,"H2O Sports Life, LLC",Update non amex to 25 bps,,
MUdRh9HPNyGps9kHUCiHnMpr,Estate of Lonnie S. Butler,Update non amex to 25 bps,,
MUdsLrCaGvmo9vemX4zJHMFy,Washington Mini Storage LLC,Update non amex to 25 bps,,
MUdSqbUjSVTr2EFnxqFFx6B6,Sowcal LLC,Update non amex to 25 bps,,
MUdStkPTFpBUmGw1YbQFNV4d,Lawn Mower R US LLC,Update non amex to 25 bps,,
MUdt3dDrLUNo1X9YXHEyASSc,Edenic Covenant Group Inc,Update non amex to 25 bps,,
MUdTFPcYnDJVcBWJrHNPKSah,Chubby Fingers Catering Co. LLC,Update non amex to 25 bps,,
MUdtkcYhd7M5mBmcN9ZsXCvH,Luans Enterprises Inc,Update non amex to 25 bps,,
MUdTyhQQoojY3PEDYLzig2vw,Mombossco LLC,Update non amex to 25 bps,,
MUdUV3GLqtSy1DnEPLUipZz2,6th Avenue Storage LLC,Update non amex to 25 bps,,
MUdUYJrdRofm4yHVvkqyGSkN,Wassif LLC,Update non amex to 25 bps,,
MUdvaeeng27wBPk46XeLLns5,Kidasm inc,Update non amex to 25 bps,,
MUdVczP6P24nctdLoCTzES2E,The Olsinski Law Firm PLLC,Update non amex to 25 bps,,
MUdvmgGMP77d8aYJNaCuWpJ,DS Carrizo properties LLC,Update non amex to 25 bps,,
MUdWM5BSLe7ECUm5AcytrKgw,Cabinetco Inc,Update non amex to 25 bps,,
MUdwnbMfzbW9rERoziyreDKu,Fnx Test Litle,Update non amex to 25 bps,,
MUdWre86iFyuxubFJVjd4YvY,WinterMLB LLC,Update non amex to 25 bps,,
MUdwtbbdt7ZGsYJmt6Zj73Wr,ELECTRIC DEPOT INC,Update non amex to 25 bps,,
MUdXdNr9gs5mUYNzrsFH8mVd,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MUdxHkDi6tUGZdMfq7Jq2PGz,Platinum Plumbing LLC,Update non amex to 25 bps,,
MUdz2LPBDR5bRvFiGnCRRaLq,Richard Kowalski,Update non amex to 25 bps,,
MUDzQMg2HAE4mejo36XzZWi,America Family Law Center,Update non amex to 25 bps,,
MUe15PsGHj8ecopVv8eKAuGM,Donna Krummen MD Plastic & Reconstruct,Update non amex to 25 bps,,
MUe1KAJ31kBTVjU4e8T8kkm5,Texas Republic Roofing LLC,Update non amex to 25 bps,,
MUe3PW27qUMEYN9H9QVm4Cur,Snaidero USA,Update non amex to 25 bps,,
MUe5RLedGiuqVSbxKmFwHTdz,Max Netflow Incorporated,Update non amex to 25 bps,,
MUe6oszVnffq8WVKfe6V4fBj,New England Plumbing and Heating,Update non amex to 25 bps,,
MUe7GnAg94gffVpcgm2hG57w,JamLoop LLC,Update non amex to 25 bps,,
MUe7W9Pg5dnGdJyDh8PKg1Gj,"Effective Advertising Solutions, Inc.",Update non amex to 25 bps,,
MUeAuzm8vGbyM74rJvdXvCNR,Telemedia LLC,Update non amex to 25 bps,,
MUeAwMuU2gz8YPvWQxbpet2T,Lori Wilson,Update non amex to 25 bps,,
MUeb5CnhSrSX1zUxze3Wuaxr,Compro Technologies Inc,Update non amex to 25 bps,,
MUeBNR2AXg9MQQV2w5yrGB86,Honest Air Heating and Cooling LLC,Update non amex to 25 bps,,
MUeBU6WaaovjsvJrFsgVS9VZ,Mello Plumbing LLC,Update non amex to 25 bps,,
MUecz1tczbSZAkbvSiETAdpr,Easterseals New Jersey,Update non amex to 25 bps,,
MUedPBGWKYX5hxk7aVH15Gdv,"EDSE 225 BUSINESS SERVICES,INC",Update non amex to 25 bps,,
MUeDWbf1p1C9L2Y5HqzcYusf,JSHeard DDS PC,Update non amex to 25 bps,,
MUef9vnozGTtjsf2G3ZAEAnc,Archimaera Architecture PC,Update non amex to 25 bps,,
MUeg87ki9L39ppBL38eC3QwW,SCUREK FARMS LLC,Update non amex to 25 bps,,
MUegocCiLzRXiqUFMJ4udupk,Achieving Wellness Group LLC,Update non amex to 25 bps,,
MUeh2QgcFD8tSvVzoh5m69zF,"Little Postage House, LLC",Update non amex to 25 bps,,
MUeH88cvN57dohJJ5opD775x,Seashore Day Camp corp,Update non amex to 25 bps,,
MUeJEbsSDRqxJwktf1pZ6C1K,"R & B Concrete and Construction, inc.",Update non amex to 25 bps,,
MUejwerpVauz7XM9pZKY31sB,Layton Mobile Storage,Update non amex to 25 bps,,
MUekEHEspf947KDhxAfwDVd1,Law Office of Sami Haddad APC,Update non amex to 25 bps,,
MUeLeR81mngYVic9AFADHGsW,ProComm Ltd.,Update non amex to 25 bps,,
MUeMqV3FLv3JxHCskQrNHojq,ClearForMe,Update non amex to 25 bps,,
MUemVGTkvNUUj59Y95RUNiS8,Mark Wallace,Update non amex to 25 bps,,
MUeMXJpK1Go2MUZEp2Z1Y193,Pepperell Storage LLC,Update non amex to 25 bps,,
MUenPuAbnw1H3chBWNxB6eWe,Burleson Orthodontics,Update non amex to 25 bps,,
MUeo4cwdt1gkVKRHNqsjcgV5,Weston Plastic Surgery Inc,Update non amex to 25 bps,,
MUeo5TuwYvbeEXtwYjQcGcmm,Junket Holdings LLC,Update non amex to 25 bps,,
MUepp1VdXq7dkzubvTJxNiBN,Pets Plus Corporation,Update non amex to 25 bps,,
MUePpoZm4TAtPF3XD5fy4Bz7,Winery Group Inc,Update non amex to 25 bps,,
MUeq4nzfD4HFdQPoK7ywEr1T,Countryside Prop Maintenance,Update non amex to 25 bps,,
MUeq8NUTHTTQaGEmojGXeepF,Grotting Plastic Surgery,Update non amex to 25 bps,,
MUeqFHyx5LC7SPrd8PHt39cH,Benjamin Transportation LLC,Update non amex to 25 bps,,
MUeqtv5QqnBrrMaDaoy8KhQg,Jared S Ellinger DDS,Update non amex to 25 bps,,
MUeriTDf6fsFUMefGcdcm5Rd,J Paul Studio Inc,Update non amex to 25 bps,,
MUers37UGaq7Zuvee1KiM3gJ,Jade Sapphire Marketing Group,Update non amex to 25 bps,,
MUeT5U9sv6BqNqgCJUTSbJAe,Bricks Mortar and More US investment LP,Update non amex to 25 bps,,
MUeUPGAqmGJNdf7rcxx5iffX,Trawick International Inc.,Update non amex to 25 bps,,
MUewM6JG9rypYD2a5fDQXFhs,Circuit Technology Center,Update non amex to 25 bps,,
MUexBSfooZoGoWRmvC6uaK9i,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MUey5hkLB5Vd4pssRpMTFHvM,David Johnson,Update non amex to 25 bps,,
MUeYTeWp9jeyRHCxKe2GBhbE,SirReel Production Vehicles Inc,Update non amex to 25 bps,,
MUezMb82RrhMdjHpuc5VZyXj,Airria Comfort Systems Inc,Update non amex to 25 bps,,
MUeZWyYCgub6d9q3bBYNNbji,Lange Plumbing Inc.,Update non amex to 25 bps,,
MUf1orvLSa38oWVbTCzsz6SZ,"Vdara Secret Suites, LLC",Update non amex to 25 bps,,
MUf3pk86AcaucPR4s4QARVBK,Berkshire Transition Network LLC,Update non amex to 25 bps,,
MUf4jEKrwci5FR8p2DkhTted,RIOS BRAZILIAN MEAT MARKET & Grocery LLC,Update non amex to 25 bps,,
MUf4m4Kx5Zdh92AgXyqqVgEy,Swipe Systems LLC,Update non amex to 25 bps,,
MUf6CqahtkCqWP6aQ9EKY8Q1,FeD Pic 2 Click,Update non amex to 25 bps,,
MUf6Kmc8uGJgUoPe6avt5d48,Food Service Prep LLC,Update non amex to 25 bps,,
MUf7Nrxp8MRk4rWy8Lzh2BJY,ROW1 Inc,Update non amex to 25 bps,,
MUf7Vgmf7peKGbkvoTmuvxLN,B&R House Services LLC,Update non amex to 25 bps,,
MUfb719x8dz912zYZNN9ieRn,kristina arana,Update non amex to 25 bps,,
MUfc74H6YUFCkd9aXfV6nzvf,535 Plumbing LLC,Update non amex to 25 bps,,
MUfdarwzdVvXKGn3GFkrRF5e,"Farmhouse Furnishings, LLC",Update non amex to 25 bps,,
MUfdmQ4VC8H5kKzzk3oeR8Sp,Gregory Brandau,Update non amex to 25 bps,,
MUfeR3hhzsq8cfXfkSJj338A,"Austin Medical Practice Management, Inc",Update non amex to 25 bps,,
MUfETC9xtMv3wgsRmagqazDx,Modernish Jewelry,Update non amex to 25 bps,,
MUfFDNiEVh8hHNms3v4m76oU,OTS Legacy Signs Inc,Update non amex to 25 bps,,
MUffFvd9F1h8D9djE9VjGaFy,Window Modes Ltd,Update non amex to 25 bps,,
MUfFoyhMkJZyAkEBKb2yvKfC,Pain Management and Rehabilitation Inc,Update non amex to 25 bps,,
MUffUsNTDi62Wwfv6XyhaDdy,Von Scarberry,Update non amex to 25 bps,,
MUffUT7SMDih6tGBQiDvF1pF,Anabia llc,Update non amex to 25 bps,,
MUfFzrRdrgbUBzZN13tgspRX,ABODEbucks LLC,Update non amex to 25 bps,,
MUfHgKqbYNqpENXXBsEfNTS6,Diversified Construction,Update non amex to 25 bps,,
MUfiaNtwWeV5CNqAgN1wq88,Laser Xpress of Idaho LLC,Update non amex to 25 bps,,
MUfimCFrGy2XSpfNaDEqfAUd,Simcoe Storage LLC,Update non amex to 25 bps,,
MUfiUfykTctHFGiX2NUygmnx,Adhesive Tape Products Ltd,Update non amex to 25 bps,,
MUfjCNZE6mJAem1XE78XL3Uq,Jeremy Stinson,Update non amex to 25 bps,,
MUfkvboeeyEiyVSE3ysEr3Xo,Capital Investments LLC,Update non amex to 25 bps,,
MUfMhgWr5g8Wkg17jx3Rpbqf,"SKIN AND BODY BY THE REFINERY, LLC",Update non amex to 25 bps,,
MUfn5V2apsn28pGXxwKy15pk,CARL NEAL,Update non amex to 25 bps,,
MUFnfyp2MMciAaMfuwcWpdD,Aero Fx Inc,Update non amex to 25 bps,,
MUfnX2z8nZZxyNcqtPj95czE,98centmaskscom,Update non amex to 25 bps,,
MUfoE9HSSAo8kGt5yoLhJ6Ct,Imaginary Labs Inc,Update non amex to 25 bps,,
MUfokQH2HpQGwW2UXD4Pe41h,TRADE LINKER INTERNATIONAL INC,Update non amex to 25 bps,,
